id,title,publisher,source_portal,country,uk_nation,domain,subdomain,research_roles,methods_supported,spatial_scale,temporal_resolution,coverage,formats,access_type,licence,authority_level,landing_url,link_type,verification_state,variables,notes,last_catalogue_review
inq-0158,HadUK-Grid Mean vapour pressure – monthly – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0159,HadUK-Grid Mean vapour pressure – monthly – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0160,HadUK-Grid Mean vapour pressure – monthly – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0161,HadUK-Grid Mean vapour pressure – monthly – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0162,HadUK-Grid Mean vapour pressure – monthly – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0163,HadUK-Grid Days of ground frost – monthly – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0164,HadUK-Grid Days of ground frost – monthly – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0165,HadUK-Grid Days of ground frost – monthly – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0166,HadUK-Grid Days of ground frost – monthly – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0167,HadUK-Grid Days of ground frost – monthly – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0168,HadUK-Grid Days of snow lying – monthly – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0169,HadUK-Grid Days of snow lying – monthly – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0170,HadUK-Grid Days of snow lying – monthly – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0171,HadUK-Grid Days of snow lying – monthly – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0172,HadUK-Grid Days of snow lying – monthly – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,monthly,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0173,HadUK-Grid Maximum air temperature – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0174,HadUK-Grid Maximum air temperature – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0175,HadUK-Grid Maximum air temperature – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0176,HadUK-Grid Maximum air temperature – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0177,HadUK-Grid Maximum air temperature – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0178,HadUK-Grid Minimum air temperature – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmin: Minimum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0179,HadUK-Grid Minimum air temperature – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmin: Minimum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0180,HadUK-Grid Minimum air temperature – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmin: Minimum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0181,HadUK-Grid Minimum air temperature – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmin: Minimum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0182,HadUK-Grid Minimum air temperature – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmin: Minimum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0183,HadUK-Grid Mean air temperature – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tas: Mean air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0184,HadUK-Grid Mean air temperature – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tas: Mean air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0185,HadUK-Grid Mean air temperature – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tas: Mean air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0186,HadUK-Grid Mean air temperature – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tas: Mean air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0187,HadUK-Grid Mean air temperature – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tas: Mean air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0188,HadUK-Grid Precipitation – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,precipitation,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,rainfall: Precipitation,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0189,HadUK-Grid Precipitation – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,precipitation,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,rainfall: Precipitation,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0190,HadUK-Grid Precipitation – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,precipitation,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,rainfall: Precipitation,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0191,HadUK-Grid Precipitation – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,precipitation,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,rainfall: Precipitation,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0192,HadUK-Grid Precipitation – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,precipitation,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,rainfall: Precipitation,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0193,HadUK-Grid Sunshine duration – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,solar / sunshine,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sun: Sunshine duration,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0194,HadUK-Grid Sunshine duration – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,solar / sunshine,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sun: Sunshine duration,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0195,HadUK-Grid Sunshine duration – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,solar / sunshine,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sun: Sunshine duration,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0196,HadUK-Grid Sunshine duration – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,solar / sunshine,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sun: Sunshine duration,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0197,HadUK-Grid Sunshine duration – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,solar / sunshine,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sun: Sunshine duration,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0198,HadUK-Grid Mean wind speed at 10 m – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,wind,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sfcWind: Mean wind speed at 10 m,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0199,HadUK-Grid Mean wind speed at 10 m – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,wind,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sfcWind: Mean wind speed at 10 m,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0200,HadUK-Grid Mean wind speed at 10 m – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,wind,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sfcWind: Mean wind speed at 10 m,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0201,HadUK-Grid Mean wind speed at 10 m – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,wind,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sfcWind: Mean wind speed at 10 m,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0202,HadUK-Grid Mean wind speed at 10 m – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,wind,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,sfcWind: Mean wind speed at 10 m,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0203,HadUK-Grid Mean sea level pressure – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,pressure,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,psl: Mean sea level pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0204,HadUK-Grid Mean sea level pressure – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,pressure,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,psl: Mean sea level pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0205,HadUK-Grid Mean sea level pressure – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,pressure,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,psl: Mean sea level pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0206,HadUK-Grid Mean sea level pressure – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,pressure,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,psl: Mean sea level pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0207,HadUK-Grid Mean sea level pressure – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,pressure,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,psl: Mean sea level pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0208,HadUK-Grid Mean relative humidity – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,hurs: Mean relative humidity,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0209,HadUK-Grid Mean relative humidity – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,hurs: Mean relative humidity,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0210,HadUK-Grid Mean relative humidity – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,hurs: Mean relative humidity,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0211,HadUK-Grid Mean relative humidity – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,hurs: Mean relative humidity,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
